"SG_UF","nome_curso_clean","cbo_4dig","E_uf_cbo","LQ","cbo_familia","IDX_EIXCUR","Eixo Tecnológico","Área Tecnológica","Denominação do Curso","QT_MAT_CURSO_TEC_EST","QT_MAT_CURSO_TEC_FED","QT_MAT_CURSO_TEC_MUN","QT_MAT_CURSO_TEC_PRI","QT_MAT_CURSO_TEC_TOT"
"MG","Canto","5163",9164,1.10796354712959,"Tintureiros, lavadeiros e afins, a máquina","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",270,0,0,14,284
"MG","Canto","5164",895,1.68091260475871,"Lavadores e passadores de roupa, a mão","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",270,0,0,14,284
"MG","Canto","5192",2197,1.19852594933282,"Trabalhadores da coleta e seleção de material reciclável","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",270,0,0,14,284
"MG","Canto","6321",15700,2.50598337495731,"Extrativistas e reflorestadores de espécies produtoras de madeira","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",270,0,0,14,284
"MG","Canto","6326",5900,6.56868121673571,"Carvoejadores","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",270,0,0,14,284
"MG","Canto","6420",3356,1.80908201409194,"Trabalhadores da mecanização florestal","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",270,0,0,14,284
"MG","Celulose e Papel","6220",42980,1.4843551626213,"Trabalhadores de apoio à agricultura","10006","Produção Industrial","Química","Técnico em Celulose e Papel",469,0,0,175,644
"MG","Celulose e Papel","6226",9376,8.39221276215732,"Trabalhadores agrícolas nas culturas de plantas estimulantes","10006","Produção Industrial","Química","Técnico em Celulose e Papel",469,0,0,175,644
"MG","Celulose e Papel","6322",504,5.00485510772482,"Extrativistas florestais de espécies produtoras de gomas e resinas","10006","Produção Industrial","Química","Técnico em Celulose e Papel",469,0,0,175,644
"MG","Cenografia","4241",716,1.09649296356305,"Entrevistadores e recenseadores","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"MG","Cerâmica","6110",584,2.8102019063433,"Produtores agropecuários em geral","10007","Produção Industrial","Materiais","Técnico em Cerâmica",0,0,0,0,0
"MG","Cerâmica","6223",1122,1.50319346494266,"Trabalhadores agrícolas na olericultura","10007","Produção Industrial","Materiais","Técnico em Cerâmica",0,0,0,0,0
"MG","Cerâmica","6224",2431,1.96390798258192,"Trabalhadores agrícolas no cultivo de flores e plantas ornamentais","10007","Produção Industrial","Materiais","Técnico em Cerâmica",0,0,0,0,0
"MG","Cerâmica","6225",7462,1.99787080149022,"Trabalhadores agrícolas na fruticultura","10007","Produção Industrial","Materiais","Técnico em Cerâmica",0,0,0,0,0
"MG","Cerâmica","6322",504,5.00485510772482,"Extrativistas florestais de espécies produtoras de gomas e resinas","10007","Produção Industrial","Materiais","Técnico em Cerâmica",0,0,0,0,0
"MG","Cerâmica","6430",1911,4.44508624309815,"Trabalhadores da irrigação e drenagem","10007","Produção Industrial","Materiais","Técnico em Cerâmica",0,0,0,0,0
"MG","Citopatologia","4151",2012,1.40408162082415,"Auxiliares de serviços de documentação, informação e pesquisa","01003","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Citopatologia",0,0,0,12,12
"MG","Citopatologia","7111",9167,4.22885848121839,"Trabalhadores da extração de minerais sólidos","01003","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Citopatologia",0,0,0,12,12
"MG","Composição e Arranjo","7113",1591,1.52645781473153,"Trabalhadores da extração de minerais líquidos e gasosos","09006","Produção Cultural e Design","Manifestações Artísticas","Técnico em Composição e Arranjo",0,0,0,24,24
"MG","Computação Gráfica","4201",9370,1.05906323169563,"Supervisores de atendimento ao público e de pesquisa","05001","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Computação Gráfica",0,1267,0,514,1781
"MG","Computação Gráfica","7121",2833,3.12630031174721,"Trabalhadores de beneficiamento de minérios","05001","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Computação Gráfica",0,1267,0,514,1781
"MG","Comércio","4131",33706,1.00842055417088,"Auxiliares de contabilidade","04002","Gestão e Negócios","Comercial","Técnico em Comércio",209,2225,131,880,3445
"MG","Comércio","4201",9370,1.05906323169563,"Supervisores de atendimento ao público e de pesquisa","04002","Gestão e Negócios","Comercial","Técnico em Comércio",209,2225,131,880,3445
"MG","Comércio","4212",2569,1.50796462044045,"Coletadores de apostas e de jogos","04002","Gestão e Negócios","Comercial","Técnico em Comércio",209,2225,131,880,3445
"MG","Comércio","5191",18312,1.08233893123511,"Motociclistas e ciclistas de entregas rápidas","04002","Gestão e Negócios","Comercial","Técnico em Comércio",209,2225,131,880,3445
"MG","Comércio Exterior","5211",467190,1.04150591575293,"Operadores do comércio em lojas e mercados","04003","Gestão e Negócios","Comercial","Técnico em Comércio Exterior",84,0,0,210,294
"MG","Condomínio","4212",2569,1.50796462044045,"Coletadores de apostas e de jogos","04004","Gestão e Negócios","Gerencial","Técnico em Condomínio",0,0,0,0,0
"MG","Confeitaria","5166",540,1.69778293282558,"Trabalhadores auxiliares dos serviços funerários","08004","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Confeitaria",0,278,0,146,424
"MG","Construção Naval","5193",4302,1.08022184098972,"Trabalhadores cuidadores de animais domésticos","10008","Produção Industrial","Manufatura","Técnico em Construção Naval",0,0,0,0,0
"MG","Construção Naval","6110",584,2.8102019063433,"Produtores agropecuários em geral","10008","Produção Industrial","Manufatura","Técnico em Construção Naval",0,0,0,0,0
"MG","Construção Naval","6201",6915,1.29942509174796,"Supervisores na exploração agropecuária","10008","Produção Industrial","Manufatura","Técnico em Construção Naval",0,0,0,0,0
"MG","Construção Naval","6210",85398,2.05736599212444,"Trabalhadores agropecuários em geral","10008","Produção Industrial","Manufatura","Técnico em Construção Naval",0,0,0,0,0
"MG","Construção Naval","6230",5300,1.10819017895603,"Tratadores polivalentes de animais","10008","Produção Industrial","Manufatura","Técnico em Construção Naval",0,0,0,0,0
"MG","Construção Naval","6231",23488,1.89319011366018,"Trabalhadores na pecuária de animais de grande porte","10008","Produção Industrial","Manufatura","Técnico em Construção Naval",0,0,0,0,0
"MG","Construção Naval","6232",5135,3.14922703703496,"Trabalhadores na pecuária de animais de médio porte","10008","Produção Industrial","Manufatura","Técnico em Construção Naval",0,0,0,0,0
"MG","Construção Naval","6233",6238,1.39012197885893,"Trabalhadores na avicultura e cunicultura","10008","Produção Industrial","Manufatura","Técnico em Construção Naval",0,0,0,0,0
"MG","Controle Ambiental","4241",716,1.09649296356305,"Entrevistadores e recenseadores","01004","Ambiente e Saúde","Proteção e Reabilitação de Ecossistemas","Técnico em Controle Ambiental",0,2861,0,485,3346
"MG","Controle Ambiental","5162",13298,1.17973373671878,"Cuidadores de crianças, jovens, adultos e idosos","01004","Ambiente e Saúde","Proteção e Reabilitação de Ecossistemas","Técnico em Controle Ambiental",0,2861,0,485,3346
"MG","Controle Ambiental","5192",2197,1.19852594933282,"Trabalhadores da coleta e seleção de material reciclável","01004","Ambiente e Saúde","Proteção e Reabilitação de Ecossistemas","Técnico em Controle Ambiental",0,2861,0,485,3346
"MG","Cooperativismo","4131",33706,1.00842055417088,"Auxiliares de contabilidade","04006","Gestão e Negócios","Gerencial","Técnico em Cooperativismo",598,45,69,35,747
"MG","Cooperativismo","4201",9370,1.05906323169563,"Supervisores de atendimento ao público e de pesquisa","04006","Gestão e Negócios","Gerencial","Técnico em Cooperativismo",598,45,69,35,747
"MG","Cooperativismo","4212",2569,1.50796462044045,"Coletadores de apostas e de jogos","04006","Gestão e Negócios","Gerencial","Técnico em Cooperativismo",598,45,69,35,747
"MG","Cooperativismo","4223",47352,1.22204301943636,"Operadores de telemarketing e afins","04006","Gestão e Negócios","Gerencial","Técnico em Cooperativismo",598,45,69,35,747
"MG","Cooperativismo","4231",4390,3.50863028497006,"Despachantes documentalistas e afins","04006","Gestão e Negócios","Gerencial","Técnico em Cooperativismo",598,45,69,35,747
"MG","Cooperativismo","5211",467190,1.04150591575293,"Operadores do comércio em lojas e mercados","04006","Gestão e Negócios","Gerencial","Técnico em Cooperativismo",598,45,69,35,747
"MG","Cooperativismo","5243",593,1.27347544241673,"Vendedores ambulantes","04006","Gestão e Negócios","Gerencial","Técnico em Cooperativismo",598,45,69,35,747
"MG","Dança","5164",895,1.68091260475871,"Lavadores e passadores de roupa, a mão","09008","Produção Cultural e Design","Manifestações Artísticas","Técnico em Dança",214,0,0,589,803
"MG","Defesa Civil","5121",2862,1.15750016848405,"Trabalhadores dos serviços domésticos em geral","12001","Segurança","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Defesa Civil",0,224,0,45,269
"MG","Defesa Civil","5133",10614,1.04734289891572,"Camareiros, roupeiros e afins","12001","Segurança","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Defesa Civil",0,224,0,45,269
"MG","Defesa Civil","5165",2258,1.46069287721527,"Trabalhadores dos serviços funerários","12001","Segurança","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Defesa Civil",0,224,0,45,269
"MG","Defesa Civil","5243",593,1.27347544241673,"Vendedores ambulantes","12001","Segurança","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Defesa Civil",0,224,0,45,269
"MG","Desenho de Construção Civil","6430",1911,4.44508624309815,"Trabalhadores da irrigação e drenagem","06004","Infraestrutura","Construção de Obras","Técnico em Desenho de Construção Civil",0,157,0,2708,2865
"MG","Desenho de Construção Civil","7151",33805,1.61093682246246,"Trabalhadores na operação de máquinas de terraplenagem e fundações","06004","Infraestrutura","Construção de Obras","Técnico em Desenho de Construção Civil",0,157,0,2708,2865
"MG","Desenvolvimento de Sistemas","6313",708,4.34606257304432,"Criadores de animais aquáticos","05002","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Desenvolvimento de Sistemas",17771,4740,152,8160,30823
"MG","Edificações","4152",7761,1.02608773915182,"Trabalhadores nos serviços de classificação e entregas de correspondências, encomendas e publicações","06005","Infraestrutura","Construção de Obras","Técnico em Edificações",10,33216,1062,26678,60966
"MG","Edificações","5191",18312,1.08233893123511,"Motociclistas e ciclistas de entregas rápidas","06005","Infraestrutura","Construção de Obras","Técnico em Edificações",10,33216,1062,26678,60966
"MG","Edificações","7101",2778,3.88706222168444,"Supervisores da extração mineral","06005","Infraestrutura","Construção de Obras","Técnico em Edificações",10,33216,1062,26678,60966
"MG","Edificações","7102",16511,1.16920751066571,"Supervisores da construção civil","06005","Infraestrutura","Construção de Obras","Técnico em Edificações",10,33216,1062,26678,60966
"MG","Eletroeletrônica","5231",2822,1.28375744811366,"Instaladores de produtos e acessórios","02002","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletroeletrônica",3871,4472,0,17079,25422
"MG","Eletroeletrônica","7122",4637,1.74224218605967,"Trabalhadores de beneficiamento de pedras ornamentais","02002","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletroeletrônica",3871,4472,0,17079,25422
"MG","Eletromecânica","6326",5900,6.56868121673571,"Carvoejadores","02003","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletromecânica",1167,6541,0,35876,43584
"MG","Eletromecânica","7113",1591,1.52645781473153,"Trabalhadores da extração de minerais líquidos e gasosos","02003","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletromecânica",1167,6541,0,35876,43584
"MG","Eletrotécnica","5163",9164,1.10796354712959,"Tintureiros, lavadeiros e afins, a máquina","02005","Controle e Processos Industriais","Sistemas de Energia","Técnico em Eletrotécnica",3841,26131,1490,52126,83588
"MG","Eletrotécnica","6410",43474,1.38682447802286,"Trabalhadores da mecanização agrícola","02005","Controle e Processos Industriais","Sistemas de Energia","Técnico em Eletrotécnica",3841,26131,1490,52126,83588
"MG","Eletrotécnica","7122",4637,1.74224218605967,"Trabalhadores de beneficiamento de pedras ornamentais","02005","Controle e Processos Industriais","Sistemas de Energia","Técnico em Eletrotécnica",3841,26131,1490,52126,83588
"MG","Eletrônica","4231",4390,3.50863028497006,"Despachantes documentalistas e afins","02004","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletrônica",6180,15738,1251,24927,48096
"MG","Eletrônica","5163",9164,1.10796354712959,"Tintureiros, lavadeiros e afins, a máquina","02004","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletrônica",6180,15738,1251,24927,48096
"MG","Eletrônica","5164",895,1.68091260475871,"Lavadores e passadores de roupa, a mão","02004","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletrônica",6180,15738,1251,24927,48096
"MG","Eletrônica","5191",18312,1.08233893123511,"Motociclistas e ciclistas de entregas rápidas","02004","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletrônica",6180,15738,1251,24927,48096
"MG","Eletrônica","5231",2822,1.28375744811366,"Instaladores de produtos e acessórios","02004","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletrônica",6180,15738,1251,24927,48096
"MG","Equipamentos Biomédicos","5152",12123,1.17718372779854,"Auxiliares de laboratório da saúde","01008","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Equipamentos Biomédicos",15,1513,0,1329,2857
"MG","Equipamentos Biomédicos","5163",9164,1.10796354712959,"Tintureiros, lavadeiros e afins, a máquina","01008","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Equipamentos Biomédicos",15,1513,0,1329,2857
"MG","Equipamentos Biomédicos","5164",895,1.68091260475871,"Lavadores e passadores de roupa, a mão","01008","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Equipamentos Biomédicos",15,1513,0,1329,2857
"MG","Estradas","7101",2778,3.88706222168444,"Supervisores da extração mineral","06006","Infraestrutura","Construção de Obras","Técnico em Estradas",0,1518,0,212,1730
"MG","Estética","5152",12123,1.17718372779854,"Auxiliares de laboratório da saúde","01009","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Estética",0,22,0,24105,24127
"MG","Estética","5211",467190,1.04150591575293,"Operadores do comércio em lojas e mercados","01009","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Estética",0,22,0,24105,24127
"MG","Fabricação Mecânica","6322",504,5.00485510772482,"Extrativistas florestais de espécies produtoras de gomas e resinas","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",0,0,0,1377,1377
"MG","Fabricação Mecânica","7121",2833,3.12630031174721,"Trabalhadores de beneficiamento de minérios","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",0,0,0,1377,1377
"MG","Geodésia e Cartografia","7101",2778,3.88706222168444,"Supervisores da extração mineral","06007","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Geodésia e Cartografia",0,0,0,0,0
"MG","Geodésia e Cartografia","7112",9113,2.40976404652925,"Trabalhadores de extração de minerais sólidos (operadores de máquinas)","06007","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Geodésia e Cartografia",0,0,0,0,0
"MG","Gerência em Saúde","5152",12123,1.17718372779854,"Auxiliares de laboratório da saúde","01011","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Gerência em Saúde",NA,NA,NA,NA,NA
"MG","Hospedagem","5191",18312,1.08233893123511,"Motociclistas e ciclistas de entregas rápidas","13005","Turismo, Hospitalidade e Lazer","Acolhimento e Hospedagem","Técnico em Hospedagem",163,5909,0,632,6704
"MG","Hospedagem","7112",9113,2.40976404652925,"Trabalhadores de extração de minerais sólidos (operadores de máquinas)","13005","Turismo, Hospitalidade e Lazer","Acolhimento e Hospedagem","Técnico em Hospedagem",163,5909,0,632,6704
"MG","Imagem Pessoal","5163",9164,1.10796354712959,"Tintureiros, lavadeiros e afins, a máquina","01014","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Imagem Pessoal",0,0,0,1076,1076
"MG","Imobilizações Ortopédicas","5165",2258,1.46069287721527,"Trabalhadores dos serviços funerários","01015","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Imobilizações Ortopédicas",0,0,0,64,64
"MG","Imobilizações Ortopédicas","5166",540,1.69778293282558,"Trabalhadores auxiliares dos serviços funerários","01015","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Imobilizações Ortopédicas",0,0,0,64,64
"MG","Imobilizações Ortopédicas","7121",2833,3.12630031174721,"Trabalhadores de beneficiamento de minérios","01015","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Imobilizações Ortopédicas",0,0,0,64,64
"MG","Lazer","5133",10614,1.04734289891572,"Camareiros, roupeiros e afins","13006","Turismo, Hospitalidade e Lazer","Recreação e Sociabilidade","Técnico em Lazer",0,0,0,0,0
"MG","Logística","4223",47352,1.22204301943636,"Operadores de telemarketing e afins","04008","Gestão e Negócios","Gerencial","Técnico em Logística",21076,9005,642,16959,47682
"MG","Manutenção e Suporte em Informática","4201",9370,1.05906323169563,"Supervisores de atendimento ao público e de pesquisa","05005","Informação e Comunicação","Infraestrutura de Informação e Comunicação","Técnico em Manutenção e Suporte em Informática",20,6087,0,1441,7548
"MG","Manutenção e Suporte em Informática","4212",2569,1.50796462044045,"Coletadores de apostas e de jogos","05005","Informação e Comunicação","Infraestrutura de Informação e Comunicação","Técnico em Manutenção e Suporte em Informática",20,6087,0,1441,7548
"MG","Manutenção e Suporte em Informática","5162",13298,1.17973373671878,"Cuidadores de crianças, jovens, adultos e idosos","05005","Informação e Comunicação","Infraestrutura de Informação e Comunicação","Técnico em Manutenção e Suporte em Informática",20,6087,0,1441,7548
"MG","Panificação","4151",2012,1.40408162082415,"Auxiliares de serviços de documentação, informação e pesquisa","08006","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Panificação",0,65,0,146,211
"MG","Prótese Dentária","5193",4302,1.08022184098972,"Trabalhadores cuidadores de animais domésticos","01026","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Prótese Dentária",0,620,0,10711,11331
"MG","Prótese Dentária","6210",85398,2.05736599212444,"Trabalhadores agropecuários em geral","01026","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Prótese Dentária",0,620,0,10711,11331
"MG","Prótese Dentária","6230",5300,1.10819017895603,"Tratadores polivalentes de animais","01026","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Prótese Dentária",0,620,0,10711,11331
"MG","Prótese Dentária","6231",23488,1.89319011366018,"Trabalhadores na pecuária de animais de grande porte","01026","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Prótese Dentária",0,620,0,10711,11331
"MG","Prótese Dentária","6232",5135,3.14922703703496,"Trabalhadores na pecuária de animais de médio porte","01026","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Prótese Dentária",0,620,0,10711,11331
"MG","Prótese Dentária","6233",6238,1.39012197885893,"Trabalhadores na avicultura e cunicultura","01026","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Prótese Dentária",0,620,0,10711,11331
"MG","Serviços de Restaurante e Bar","4152",7761,1.02608773915182,"Trabalhadores nos serviços de classificação e entregas de correspondências, encomendas e publicações","13008","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Serviços de Restaurante e Bar",NA,NA,NA,NA,NA
"MG","Viticultura e Enologia","5165",2258,1.46069287721527,"Trabalhadores dos serviços funerários","08007","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Viticultura e Enologia",0,0,0,0,0
"MG","Órteses e Próteses","4151",2012,1.40408162082415,"Auxiliares de serviços de documentação, informação e pesquisa","01023","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Órteses e Próteses",0,0,0,272,272
"MG","Órteses e Próteses","6320",1311,4.58376492735639,"Trabalhadores florestais polivalentes","01023","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Órteses e Próteses",0,0,0,272,272
"PE","Aeroportuário","7152",1584,1.95266233362876,"Trabalhadores de estruturas de alvenaria","06001","Infraestrutura","Operações de Transporte","Técnico em Aeroportuário",0,0,0,77,77
"PE","Agrimensura","7152",1584,1.95266233362876,"Trabalhadores de estruturas de alvenaria","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",0,102,0,0,102
"PE","Arquivo","7152",1584,1.95266233362876,"Trabalhadores de estruturas de alvenaria","03002","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Arquivo",0,0,0,0,0
"PE","Artes Circenses","7152",1584,1.95266233362876,"Trabalhadores de estruturas de alvenaria","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,0,0
"PE","Automação Industrial","7152",1584,1.95266233362876,"Trabalhadores de estruturas de alvenaria","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",0,2225,0,5610,7835
"RS","Aeroportuário","7163",1739,1.10678802548994,"Vidraceiros (revestimentos rígidos)","06001","Infraestrutura","Operações de Transporte","Técnico em Aeroportuário",0,0,0,0,0
"RS","Aeroportuário","7164",1368,1.07282930295526,"Gesseiros","06001","Infraestrutura","Operações de Transporte","Técnico em Aeroportuário",0,0,0,0,0
"RS","Aeroportuário","7166",5901,1.17748931461006,"Pintores de obras e revestidores de interiores (revestimentos flexíveis)","06001","Infraestrutura","Operações de Transporte","Técnico em Aeroportuário",0,0,0,0,0
"RS","Agrimensura","7164",1368,1.07282930295526,"Gesseiros","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",0,23,0,596,619
"RS","Artesanato","7163",1739,1.10678802548994,"Vidraceiros (revestimentos rígidos)","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,0,59,59
"RS","Automação Industrial","7201",1943,1.69183432445842,"Supervisores de usinagem, conformação e tratamento de metais","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",0,8042,0,8493,16535
"RS","Canto","7166",5901,1.17748931461006,"Pintores de obras e revestidores de interiores (revestimentos flexíveis)","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",0,0,0,57,57
"RS","Composição e Arranjo","7154",1689,1.07309719693268,"Trabalhadores na operação de máquinas de concreto usinado e afins","09006","Produção Cultural e Design","Manifestações Artísticas","Técnico em Composição e Arranjo",0,0,0,178,178
"RS","Confeitaria","7164",1368,1.07282930295526,"Gesseiros","08004","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Confeitaria",244,0,0,0,244
"RS","Confeitaria","7166",5901,1.17748931461006,"Pintores de obras e revestidores de interiores (revestimentos flexíveis)","08004","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Confeitaria",244,0,0,0,244
"RS","Desenho de Construção Civil","7154",1689,1.07309719693268,"Trabalhadores na operação de máquinas de concreto usinado e afins","06004","Infraestrutura","Construção de Obras","Técnico em Desenho de Construção Civil",5,26,0,8,39
"RS","Edificações","7154",1689,1.07309719693268,"Trabalhadores na operação de máquinas de concreto usinado e afins","06005","Infraestrutura","Construção de Obras","Técnico em Edificações",11130,11285,0,5823,28238
"RS","Eletroeletrônica","7154",1689,1.07309719693268,"Trabalhadores na operação de máquinas de concreto usinado e afins","02002","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletroeletrônica",2430,1892,0,4196,8518
"RS","Eletroeletrônica","7201",1943,1.69183432445842,"Supervisores de usinagem, conformação e tratamento de metais","02002","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletroeletrônica",2430,1892,0,4196,8518
"RS","Eletromecânica","7201",1943,1.69183432445842,"Supervisores de usinagem, conformação e tratamento de metais","02003","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletromecânica",7305,9969,0,4109,21383
"RS","Fabricação Mecânica","7164",1368,1.07282930295526,"Gesseiros","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",0,4999,0,353,5352
"RS","Fundição","7201",1943,1.69183432445842,"Supervisores de usinagem, conformação e tratamento de metais","02008","Controle e Processos Industriais","Metalmecânica","Técnico em Fundição",0,0,0,0,0
"RS","Gastronomia","7201",1943,1.69183432445842,"Supervisores de usinagem, conformação e tratamento de metais","13003","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Gastronomia",NA,NA,NA,NA,NA
"RS","Hospedagem","7154",1689,1.07309719693268,"Trabalhadores na operação de máquinas de concreto usinado e afins","13005","Turismo, Hospitalidade e Lazer","Acolhimento e Hospedagem","Técnico em Hospedagem",255,443,305,0,1003
"RS","Viticultura e Enologia","7164",1368,1.07282930295526,"Gesseiros","08007","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Viticultura e Enologia",0,1275,0,0,1275
"SP","Aeroportuário","7764",692,1.79727664642869,"Confeccionadores de artefatos de madeira, móveis de vime e afins","06001","Infraestrutura","Operações de Transporte","Técnico em Aeroportuário",0,0,0,10,10
"SP","Aeroportuário","8621",82829,1.06294601833863,"Operadores de máquinas a vapor e utilidades","06001","Infraestrutura","Operações de Transporte","Técnico em Aeroportuário",0,0,0,10,10
"SP","Agenciamento de Viagem","7202",8074,1.42100811211066,"Supervisores da fabricação e montagem metalmecânica","13001","Turismo, Hospitalidade e Lazer","Atividades Turísticas","Técnico em Agenciamento de Viagem",5977,27,0,356,6360
"SP","Agenciamento de Viagem","7643",3386,1.37644890983948,"Trabalhadores de acabamento de calçados","13001","Turismo, Hospitalidade e Lazer","Atividades Turísticas","Técnico em Agenciamento de Viagem",5977,27,0,356,6360
"SP","Agente Comunitário de Saúde","7301",4268,1.23704807561728,"Supervisores de montagens e instalações eletroeletrônicas","01001","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Agente Comunitário de Saúde",1194,0,0,1084,2278
"SP","Agrimensura","7682",534,1.38036945100897,"Trabalhadores artesanais da confecção de peças e tecidos","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",4063,0,0,1597,5660
"SP","Agrimensura","7822",72746,1.19354741857055,"Operadores de equipamentos de movimentação de cargas","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",4063,0,0,1597,5660
"SP","Agrimensura","8624",1167,1.70052832950376,"Operadores de instalações de extração, processamento, envasamento e distribuição de gases","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",4063,0,0,1597,5660
"SP","Agroindústria","7681",656,1.59122759702508,"Trabalhadores de tecelagem manual, tricô, crochê, rendas e afins","08001","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Agroindústria",6362,1657,0,0,8019
"SP","Agroindústria","7682",534,1.38036945100897,"Trabalhadores artesanais da confecção de peças e tecidos","08001","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Agroindústria",6362,1657,0,0,8019
"SP","Alimentos","7643",3386,1.37644890983948,"Trabalhadores de acabamento de calçados","08002","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Alimentos",18292,3511,0,6521,28324
"SP","Alimentos","7651",1622,1.42795419973946,"Trabalhadores da preparação de artefatos de tecidos, couros e tapeçaria","08002","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Alimentos",18292,3511,0,6521,28324
